【スキルプラス】日別データ,,,,,,,,,,,,
最終更新: 2026-02-22 07:42,,,,,,,,,,,,
,,,,,,,,,,,,
日付,大カテゴリ,集客媒体,ファネル名,集客数,個別予約数,実施数,売上,広告費,CPA,個別CPO,単月ROAS,単月LTV
2025-07-29,広告,TikTok広告,AI,23,0,0,"¥12,780","¥76,439","¥3,323",¥0,0.2%,¥556
2025-07-29,広告,X広告,センサーズ,87,0,0,"¥1,000,000",¥0,¥0,¥0,0.0%,"¥11,494"
2025-07-29,広告,X広告,AI,87,13,13,"¥1,996,420","¥515,664","¥5,927","¥39,666",3.9%,"¥22,947"
2025-07-29,広告,X広告,スキルプラス,7,0,0,¥0,"¥32,651","¥4,664",¥0,0.0%,¥0
2025-07-29,広告,X広告,みかみメイン,0,0,0,¥0,"¥57,881",¥0,¥0,0.0%,¥0
2025-07-29,広告,LINE広告,センサーズ,0,1,1,¥0,¥4,¥0,¥4,0.0%,¥0
2025-07-29,広告,アフィリエイト広告,スキルプラス,0,0,0,"¥267,216",¥0,¥0,¥0,0.0%,¥0
2025-07-29,SNS,YouTube,みかみメイン,33,6,6,"¥15,760",¥0,¥0,¥0,0.0%,¥478
2025-07-29,SNS,YouTube,スキルプラス,3,0,0,¥0,¥0,¥0,¥0,0.0%,¥0
2025-07-29,SNS,X,みかみメイン,2,0,0,¥0,¥0,¥0,¥0,0.0%,¥0
2025-07-29,SNS,Instagram,みかみメイン,5,3,3,¥0,¥0,¥0,¥0,0.0%,¥0
2025-07-29,SNS,Threads,みかみメイン,3,1,1,¥0,¥0,¥0,¥0,0.0%,¥0
2025-07-29,SNS,TikTok,みかみメイン,2,0,0,¥0,¥0,¥0,¥0,0.0%,¥0
2025-07-29,SEO,ブランド検索,スキルプラス,0,3,3,¥0,¥0,¥0,¥0,0.0%,¥0
2025-07-29,SEO,一般検索,みかみメイン,1,1,1,¥0,¥0,¥0,¥0,0.0%,¥0
2025-07-29,広報,HP,スキルプラス,4,0,0,¥0,¥0,¥0,¥0,0.0%,¥0
2025-07-29,その他,その他,不明,0,32,31,"¥1,062,824",¥0,¥0,¥0,0.0%,¥0
2025-07-30,広告,リスティング広告,スキルプラス,1,0,0,¥0,"¥15,216","¥15,216",¥0,0.0%,¥0
2025-07-30,広告,YouTube広告,センサーズ,0,0,0,¥0,"¥33,394",¥0,¥0,0.0%,¥0
2025-07-30,広告,YouTube広告,AI,155,8,8,"¥57,080","¥388,662","¥2,508","¥48,583",0.2%,¥368
2025-07-30,広告,YouTube広告,スキルプラス,0,0,0,¥0,"¥9,207",¥0,¥0,0.0%,¥0
2025-07-30,広告,Meta広告,センサーズ,206,9,9,"¥445,320","¥492,715","¥2,392","¥54,746",0.9%,"¥2,162"
2025-07-30,広告,Meta広告,AI,142,15,15,"¥2,280,381","¥461,068","¥3,247","¥30,738",5.0%,"¥16,059"
2025-07-30,広告,Meta広告,アドプロ,0,1,1,¥0,"¥11,155",¥0,"¥11,155",0.0%,¥0
2025-07-30,広告,Meta広告,スキルプラス,6,0,0,¥0,"¥58,736","¥9,789",¥0,0.0%,¥0
2025-07-30,広告,Meta広告,VTD,0,0,0,¥0,"¥8,477",¥0,¥0,0.0%,¥0
2025-07-30,広告,TikTok広告,センサーズ,33,5,5,"¥829,520","¥118,638","¥3,595","¥23,728",7.0%,"¥25,137"
2025-07-30,広告,TikTok広告,AI,26,2,2,"¥2,980","¥97,008","¥3,731","¥48,504",0.0%,¥115
2025-07-30,広告,X広告,センサーズ,78,0,0,¥0,¥0,¥0,¥0,0.0%,¥0
2025-07-30,広告,X広告,AI,103,9,9,"¥239,744","¥427,940","¥4,155","¥47,549",0.6%,"¥2,328"
2025-07-30,広告,X広告,スキルプラス,2,0,0,¥0,"¥7,354","¥3,677",¥0,0.0%,¥0
2025-07-30,広告,X広告,みかみメイン,0,1,1,¥0,"¥15,977",¥0,"¥15,977",0.0%,¥0
2025-07-30,広告,Yahoo!広告,スキルプラス,3,0,0,¥0,¥0,¥0,¥0,0.0%,¥0
2025-07-30,広告,アフィリエイト広告,スキルプラス,1,0,0,¥0,¥0,¥0,¥0,0.0%,¥0
2025-07-30,SNS,YouTube,みかみメイン,55,4,4,"¥15,760",¥0,¥0,¥0,0.0%,¥287
2025-07-30,SNS,YouTube,スキルプラス,1,0,0,¥0,¥0,¥0,¥0,0.0%,¥0
2025-07-30,SNS,X,みかみメイン,1,1,1,¥0,¥0,¥0,¥0,0.0%,¥0
2025-07-30,SNS,X,スキルプラス,11,0,0,¥0,¥0,¥0,¥0,0.0%,¥0
2025-07-30,SNS,Instagram,みかみメイン,9,1,1,¥0,¥0,¥0,¥0,0.0%,¥0
2025-07-30,SNS,Threads,みかみメイン,11,0,0,¥0,¥0,¥0,¥0,0.0%,¥0
2025-07-30,SNS,TikTok,みかみメイン,1,0,0,¥0,¥0,¥0,¥0,0.0%,¥0
2025-07-30,SEO,一般検索,みかみメイン,5,1,1,¥0,¥0,¥0,¥0,0.0%,¥0
2025-07-30,広報,HP,スキルプラス,1,0,0,¥0,¥0,¥0,¥0,0.0%,¥0
2025-07-30,その他,note,スキルプラス,1,0,0,¥0,¥0,¥0,¥0,0.0%,¥0
2025-07-30,その他,その他,不明,0,15,15,"¥6,432,436",¥0,¥0,¥0,0.0%,¥0
2025-07-31,広告,リスティング広告,センサーズ,0,1,1,¥0,¥0,¥0,¥0,0.0%,¥0
2025-07-31,広告,リスティング広告,スキルプラス,3,1,1,¥0,"¥21,998","¥7,333","¥21,998",0.0%,¥0
2025-07-31,広告,YouTube広告,センサーズ,0,0,0,"¥813,760","¥29,517",¥0,¥0,27.6%,¥0
2025-07-31,広告,YouTube広告,AI,249,10,10,"¥3,687,260","¥587,204","¥2,358","¥58,720",6.3%,"¥14,808"
2025-07-31,広告,YouTube広告,スキルプラス,0,0,0,¥0,"¥9,204",¥0,¥0,0.0%,¥0
2025-07-31,広告,Meta広告,センサーズ,206,9,9,"¥5,012,319","¥484,980","¥2,354","¥53,887",10.3%,"¥24,332"
2025-07-31,広告,Meta広告,AI,161,13,13,"¥12,564,140","¥443,601","¥2,755","¥34,123",28.3%,"¥78,038"
2025-07-31,広告,Meta広告,アドプロ,0,1,1,¥0,"¥11,775",¥0,"¥11,775",0.0%,¥0
2025-07-31,広告,Meta広告,スキルプラス,6,2,2,¥0,"¥74,634","¥12,439","¥37,317",0.0%,¥0
2025-07-31,広告,Meta広告,VTD,0,0,0,¥0,"¥12,373",¥0,¥0,0.0%,¥0
2025-07-31,広告,TikTok広告,センサーズ,36,5,5,"¥428,540","¥119,804","¥3,328","¥23,961",3.6%,"¥11,904"
2025-07-31,広告,TikTok広告,AI,31,3,3,"¥2,310,780","¥105,844","¥3,414","¥35,281",21.8%,"¥74,541"
2025-07-31,広告,X広告,AI,125,17,16,"¥1,714,400","¥396,545","¥3,172","¥23,326",4.3%,"¥13,715"
2025-07-31,広告,X広告,スキルプラス,0,0,0,"¥798,000",¥0,¥0,¥0,0.0%,¥0
2025-07-31,広告,X広告,みかみメイン,0,0,0,¥0,"¥11,871",¥0,¥0,0.0%,¥0
2025-07-31,広告,Yahoo!広告,スキルプラス,1,0,0,¥0,¥0,¥0,¥0,0.0%,¥0
2025-07-31,広告,アフィリエイト広告,スキルプラス,3,0,0,¥0,¥0,¥0,¥0,0.0%,¥0
2025-07-31,SNS,YouTube,みかみメイン,94,17,17,"¥6,420,700",¥0,¥0,¥0,0.0%,"¥68,305"
2025-07-31,SNS,YouTube,スキルプラス,0,1,1,¥0,¥0,¥0,¥0,0.0%,¥0
2025-07-31,SNS,X,みかみメイン,1,1,1,¥0,¥0,¥0,¥0,0.0%,¥0
2025-07-31,SNS,Instagram,みかみメイン,12,4,4,¥0,¥0,¥0,¥0,0.0%,¥0
2025-07-31,SNS,Threads,みかみメイン,1,1,1,¥0,¥0,¥0,¥0,0.0%,¥0
2025-07-31,SNS,TikTok,みかみメイン,2,0,0,¥0,¥0,¥0,¥0,0.0%,¥0
2025-07-31,SEO,ブランド検索,スキルプラス,0,2,2,¥0,¥0,¥0,¥0,0.0%,¥0
2025-07-31,広報,HP,スキルプラス,6,0,0,¥0,¥0,¥0,¥0,0.0%,¥0
2025-07-31,その他,note,スキルプラス,1,1,1,¥0,¥0,¥0,¥0,0.0%,¥0
2025-07-31,その他,その他,不明,0,30,30,"¥16,950,579",¥0,¥0,¥0,0.0%,¥0
2025-08-01,広告,リスティング広告,スキルプラス,0,0,0,¥0,"¥11,779",¥0,¥0,0.0%,¥0
2025-08-01,広告,YouTube広告,センサーズ,0,1,1,¥0,"¥13,538",¥0,"¥13,538",0.0%,¥0
2025-08-01,広告,YouTube広告,AI,384,6,6,"¥120,520","¥1,109,617","¥2,890","¥184,936",0.1%,¥314
2025-08-01,広告,YouTube広告,スキルプラス,0,0,0,¥0,"¥14,040",¥0,¥0,0.0%,¥0
2025-08-01,広告,Meta広告,センサーズ,209,8,8,"¥855,080","¥464,707","¥2,223","¥58,088",1.8%,"¥4,091"
2025-08-01,広告,Meta広告,AI,123,8,8,"¥2,814,020","¥492,775","¥4,006","¥61,597",5.7%,"¥22,878"
2025-08-01,広告,Meta広告,アドプロ,2,0,0,¥0,"¥11,411","¥5,706",¥0,0.0%,¥0
2025-08-01,広告,Meta広告,スキルプラス,2,0,0,¥0,"¥95,366","¥47,683",¥0,0.0%,¥0
2025-08-01,広告,Meta広告,VTD,0,0,0,¥0,"¥11,789",¥0,¥0,0.0%,¥0
2025-08-01,広告,Meta広告,ブランド認知,0,0,0,¥0,"¥16,756",¥0,¥0,0.0%,¥0
2025-08-01,広告,TikTok広告,センサーズ,37,4,4,"¥810,780","¥156,380","¥4,226","¥39,095",5.2%,"¥21,913"
2025-08-01,広告,TikTok広告,AI,20,1,1,¥0,"¥106,735","¥5,337","¥106,735",0.0%,¥0
2025-08-01,広告,X広告,センサーズ,1,0,0,¥0,¥0,¥0,¥0,0.0%,¥0
2025-08-01,広告,X広告,AI,192,10,10,"¥2,058,340","¥419,338","¥2,184","¥41,934",4.9%,"¥10,721"
2025-08-01,広告,X広告,スキルプラス,0,0,0,¥0,"¥71,996",¥0,¥0,0.0%,¥0
2025-08-01,広告,X広告,みかみメイン,0,0,0,¥0,"¥39,000",¥0,¥0,0.0%,¥0
2025-08-01,広告,X広告,ブランド認知,0,0,0,¥0,"¥10,000",¥0,¥0,0.0%,¥0
2025-08-01,広告,LINE広告,センサーズ,0,0,0,¥0,"¥1,708",¥0,¥0,0.0%,¥0
2025-08-01,広告,LINE広告,AI,0,0,0,"¥2,980",¥0,¥0,¥0,0.0%,¥0
2025-08-01,広告,アフィリエイト広告,スキルプラス,3,0,0,¥0,¥0,¥0,¥0,0.0%,¥0
2025-08-01,SNS,YouTube,みかみメイン,41,6,6,"¥12,780",¥0,¥0,¥0,0.0%,¥312
2025-08-01,SNS,X,みかみメイン,2,0,0,¥0,¥0,¥0,¥0,0.0%,¥0
2025-08-01,SNS,X,スキルプラス,2,0,0,¥0,¥0,¥0,¥0,0.0%,¥0
2025-08-01,SNS,Instagram,みかみメイン,14,0,0,¥0,¥0,¥0,¥0,0.0%,¥0
2025-08-01,SNS,Threads,みかみメイン,5,1,1,¥0,¥0,¥0,¥0,0.0%,¥0
2025-08-01,SNS,TikTok,みかみメイン,1,0,0,¥0,¥0,¥0,¥0,0.0%,¥0
2025-08-01,SEO,一般検索,みかみメイン,1,0,0,¥0,¥0,¥0,¥0,0.0%,¥0
2025-08-01,その他,その他,不明,0,12,12,"¥1,176,341",¥0,¥0,¥0,0.0%,¥0
2025-08-02,広告,リスティング広告,スキルプラス,0,0,0,¥0,"¥4,271",¥0,¥0,0.0%,¥0
2025-08-02,広告,YouTube広告,センサーズ,0,0,0,¥0,"¥12,002",¥0,¥0,0.0%,¥0
2025-08-02,広告,YouTube広告,AI,610,16,16,"¥264,480","¥1,532,529","¥2,512","¥95,783",0.2%,¥434
2025-08-02,広告,YouTube広告,スキルプラス,0,0,0,¥0,"¥19,936",¥0,¥0,0.0%,¥0
2025-08-02,広告,Meta広告,センサーズ,222,7,7,"¥60,060","¥489,082","¥2,203","¥69,869",0.1%,¥271
2025-08-02,広告,Meta広告,AI,154,2,2,"¥210,680","¥571,265","¥3,710","¥285,633",0.4%,"¥1,368"
2025-08-02,広告,Meta広告,アドプロ,2,0,0,¥0,"¥13,090","¥6,545",¥0,0.0%,¥0
2025-08-02,広告,Meta広告,スキルプラス,5,2,2,¥0,"¥110,615","¥22,123","¥55,308",0.0%,¥0
2025-08-02,広告,Meta広告,VTD,0,0,0,¥0,"¥12,214",¥0,¥0,0.0%,¥0
2025-08-02,広告,Meta広告,ブランド認知,0,0,0,¥0,"¥19,468",¥0,¥0,0.0%,¥0
2025-08-02,広告,TikTok広告,センサーズ,63,3,3,"¥28,540","¥224,080","¥3,557","¥74,693",0.1%,¥453
2025-08-02,広告,TikTok広告,AI,34,1,1,"¥5,960","¥137,002","¥4,029","¥137,002",0.0%,¥175
2025-08-02,広告,X広告,AI,138,8,8,"¥963,620","¥368,700","¥2,672","¥46,088",2.6%,"¥6,983"
2025-08-02,広告,X広告,スキルプラス,0,0,0,¥0,"¥69,961",¥0,¥0,0.0%,¥0
2025-08-02,広告,X広告,みかみメイン,0,0,0,¥0,"¥38,436",¥0,¥0,0.0%,¥0
2025-08-02,広告,X広告,ブランド認知,0,0,0,¥0,"¥10,000",¥0,¥0,0.0%,¥0
2025-08-02,広告,LINE広告,センサーズ,1,0,0,¥0,"¥2,400","¥2,400",¥0,0.0%,¥0
2025-08-02,広告,アフィリエイト広告,スキルプラス,3,0,0,¥0,¥0,¥0,¥0,0.0%,¥0
2025-08-02,SNS,YouTube,みかみメイン,32,6,6,"¥25,560",¥0,¥0,¥0,0.0%,¥799
2025-08-02,SNS,YouTube,スキルプラス,1,0,0,¥0,¥0,¥0,¥0,0.0%,¥0
2025-08-02,SNS,X,みかみメイン,6,0,0,¥0,¥0,¥0,¥0,0.0%,¥0
2025-08-02,SNS,Instagram,みかみメイン,5,1,1,¥0,¥0,¥0,¥0,0.0%,¥0
2025-08-02,SNS,Threads,みかみメイン,3,0,0,¥0,¥0,¥0,¥0,0.0%,¥0
2025-08-02,SEO,一般検索,みかみメイン,1,0,0,¥0,¥0,¥0,¥0,0.0%,¥0
2025-08-02,その他,その他,不明,0,12,12,"¥1,757,320",¥0,¥0,¥0,0.0%,¥0
2025-08-03,広告,リスティング広告,スキルプラス,1,0,0,"¥12,780","¥6,952","¥6,952",¥0,1.8%,"¥12,780"
2025-08-03,広告,YouTube広告,センサーズ,0,0,0,¥0,"¥60,306",¥0,¥0,0.0%,¥0
2025-08-03,広告,YouTube広告,AI,458,17,17,"¥160,580","¥1,197,955","¥2,616","¥70,468",0.1%,¥351
2025-08-03,広告,YouTube広告,スキルプラス,0,0,0,¥0,"¥33,077",¥0,¥0,0.0%,¥0
2025-08-03,広告,Meta広告,センサーズ,214,12,12,"¥63,040","¥537,194","¥2,510","¥44,766",0.1%,¥295
2025-08-03,広告,Meta広告,AI,144,15,15,"¥81,780","¥588,852","¥4,089","¥39,257",0.1%,¥568
2025-08-03,広告,Meta広告,アドプロ,1,1,1,¥0,"¥13,218","¥13,218","¥13,218",0.0%,¥0
2025-08-03,広告,Meta広告,スキルプラス,3,0,0,¥0,"¥122,954","¥40,985",¥0,0.0%,¥0
2025-08-03,広告,Meta広告,VTD,0,0,0,¥0,"¥15,168",¥0,¥0,0.0%,¥0
2025-08-03,広告,Meta広告,ブランド認知,0,0,0,¥0,"¥21,444",¥0,¥0,0.0%,¥0
2025-08-03,広告,TikTok広告,センサーズ,79,6,6,"¥518,340","¥230,109","¥2,913","¥38,352",2.3%,"¥6,561"
2025-08-03,広告,TikTok広告,AI,26,2,2,"¥1,015,760","¥101,853","¥3,917","¥50,927",10.0%,"¥39,068"
2025-08-03,広告,X広告,AI,169,17,17,"¥4,868,920","¥420,515","¥2,488","¥24,736",11.6%,"¥28,810"
2025-08-03,広告,X広告,スキルプラス,0,1,1,¥0,"¥36,088",¥0,"¥36,088",0.0%,¥0
2025-08-03,広告,X広告,みかみメイン,0,0,0,¥0,"¥36,206",¥0,¥0,0.0%,¥0
2025-08-03,広告,X広告,ブランド認知,0,0,0,¥0,"¥10,000",¥0,¥0,0.0%,¥0
2025-08-03,広告,LINE広告,センサーズ,0,0,0,"¥2,980",¥0,¥0,¥0,0.0%,¥0
2025-08-03,広告,LINE広告,スキルプラス,2,0,0,¥0,¥0,¥0,¥0,0.0%,¥0
2025-08-03,SNS,YouTube,みかみメイン,43,11,11,"¥849,120",¥0,¥0,¥0,0.0%,"¥19,747"
2025-08-03,SNS,YouTube,スキルプラス,6,0,0,¥0,¥0,¥0,¥0,0.0%,¥0
2025-08-03,SNS,X,みかみメイン,2,0,0,¥0,¥0,¥0,¥0,0.0%,¥0
2025-08-03,SNS,Instagram,みかみメイン,9,4,4,¥0,¥0,¥0,¥0,0.0%,¥0
2025-08-03,SNS,Threads,みかみメイン,2,1,1,¥0,¥0,¥0,¥0,0.0%,¥0
2025-08-03,SNS,TikTok,みかみメイン,1,0,0,¥0,¥0,¥0,¥0,0.0%,¥0
2025-08-03,SEO,一般検索,みかみメイン,3,0,0,¥0,¥0,¥0,¥0,0.0%,¥0
2025-08-03,その他,その他,不明,0,9,9,"¥921,120",¥0,¥0,¥0,0.0%,¥0
2025-08-04,広告,リスティング広告,スキルプラス,2,1,1,¥0,"¥12,598","¥6,299","¥12,598",0.0%,¥0
2025-08-04,広告,YouTube広告,センサーズ,0,0,0,¥0,"¥49,137",¥0,¥0,0.0%,¥0
2025-08-04,広告,YouTube広告,AI,350,16,16,"¥558,520","¥1,345,767","¥3,845","¥84,110",0.4%,"¥1,596"
2025-08-04,広告,YouTube広告,スキルプラス,0,0,0,¥0,"¥32,890",¥0,¥0,0.0%,¥0
2025-08-04,広告,Meta広告,センサーズ,220,12,12,"¥4,015,620","¥462,262","¥2,101","¥38,522",8.7%,"¥18,253"
2025-08-04,広告,Meta広告,AI,131,5,5,"¥1,264,264","¥527,458","¥4,026","¥105,492",2.4%,"¥9,651"
2025-08-04,広告,Meta広告,アドプロ,1,0,0,¥0,"¥13,296","¥13,296",¥0,0.0%,¥0
2025-08-04,広告,Meta広告,スキルプラス,9,2,2,¥0,"¥126,247","¥14,027","¥63,124",0.0%,¥0
2025-08-04,広告,Meta広告,VTD,0,0,0,¥0,"¥12,442",¥0,¥0,0.0%,¥0
2025-08-04,広告,Meta広告,ブランド認知,0,0,0,¥0,"¥14,235",¥0,¥0,0.0%,¥0
2025-08-04,広告,TikTok広告,センサーズ,60,2,2,"¥548,340","¥194,537","¥3,242","¥97,269",2.8%,"¥9,139"
2025-08-04,広告,TikTok広告,AI,39,2,2,"¥810,780","¥113,904","¥2,921","¥56,952",7.1%,"¥20,789"
2025-08-04,広告,X広告,AI,163,7,7,"¥56,220","¥404,854","¥2,484","¥57,836",0.1%,¥345
2025-08-04,広告,X広告,スキルプラス,0,1,1,¥0,"¥34,798",¥0,"¥34,798",0.0%,¥0
2025-08-04,広告,X広告,みかみメイン,0,0,0,¥0,"¥39,877",¥0,¥0,0.0%,¥0
2025-08-04,広告,X広告,ブランド認知,0,0,0,¥0,"¥10,011",¥0,¥0,0.0%,¥0
2025-08-04,広告,LINE広告,スキルプラス,2,0,0,¥0,¥0,¥0,¥0,0.0%,¥0
2025-08-04,広告,アフィリエイト広告,スキルプラス,3,0,0,¥0,¥0,¥0,¥0,0.0%,¥0
2025-08-04,SNS,YouTube,みかみメイン,21,6,6,"¥432,980",¥0,¥0,¥0,0.0%,"¥20,618"
2025-08-04,SNS,YouTube,スキルプラス,5,0,0,¥0,¥0,¥0,¥0,0.0%,¥0
2025-08-04,SNS,X,みかみメイン,4,0,0,¥0,¥0,¥0,¥0,0.0%,¥0
2025-08-04,SNS,Instagram,みかみメイン,14,2,2,¥0,¥0,¥0,¥0,0.0%,¥0
2025-08-04,SNS,Threads,みかみメイン,9,3,3,¥0,¥0,¥0,¥0,0.0%,¥0
2025-08-04,SNS,TikTok,みかみメイン,4,0,0,¥0,¥0,¥0,¥0,0.0%,¥0
2025-08-04,その他,その他,不明,0,18,18,"¥6,135,240",¥0,¥0,¥0,0.0%,¥0
2025-08-05,広告,リスティング広告,スキルプラス,0,0,0,¥0,"¥10,672",¥0,¥0,0.0%,¥0
2025-08-05,広告,YouTube広告,センサーズ,0,0,0,¥0,"¥74,350",¥0,¥0,0.0%,¥0
2025-08-05,広告,YouTube広告,AI,327,7,7,"¥1,797,040","¥1,316,950","¥4,027","¥188,136",1.4%,"¥5,496"
2025-08-05,広告,YouTube広告,スキルプラス,0,0,0,¥0,"¥30,000",¥0,¥0,0.0%,¥0
2025-08-05,広告,Meta広告,センサーズ,223,6,6,"¥6,871,440","¥473,007","¥2,121","¥78,835",14.5%,"¥30,814"
2025-08-05,広告,Meta広告,AI,146,5,5,"¥9,411,179","¥518,345","¥3,550","¥103,669",18.2%,"¥64,460"
2025-08-05,広告,Meta広告,アドプロ,4,0,0,"¥4,000","¥11,809","¥2,952",¥0,0.3%,"¥1,000"
2025-08-05,広告,Meta広告,スキルプラス,3,0,0,¥0,"¥117,558","¥39,186",¥0,0.0%,¥0
2025-08-05,広告,Meta広告,VTD,0,0,0,¥0,"¥3,765",¥0,¥0,0.0%,¥0
2025-08-05,広告,Meta広告,ブランド認知,0,0,0,¥0,"¥22,602",¥0,¥0,0.0%,¥0
2025-08-05,広告,TikTok広告,センサーズ,106,6,6,"¥252,000","¥208,942","¥1,971","¥34,824",1.2%,"¥2,377"
2025-08-05,広告,TikTok広告,AI,30,2,2,"¥1,630,500","¥105,367","¥3,512","¥52,684",15.5%,"¥54,350"
2025-08-05,広告,X広告,AI,187,12,12,"¥3,983,060","¥616,443","¥3,296","¥51,370",6.5%,"¥21,300"
2025-08-05,広告,X広告,スキルプラス,0,0,0,¥0,"¥42,152",¥0,¥0,0.0%,¥0
2025-08-05,広告,X広告,みかみメイン,0,0,0,¥0,"¥81,348",¥0,¥0,0.0%,¥0
2025-08-05,広告,X広告,ブランド認知,0,0,0,¥0,"¥9,997",¥0,¥0,0.0%,¥0
2025-08-05,広告,LINE広告,センサーズ,1,0,0,¥0,"¥6,543","¥6,543",¥0,0.0%,¥0
2025-08-05,広告,LINE広告,AI,0,0,0,¥0,"¥6,543",¥0,¥0,0.0%,¥0
2025-08-05,SNS,YouTube,みかみメイン,0,4,4,"¥3,012,000",¥0,¥0,¥0,0.0%,¥0
2025-08-05,SNS,YouTube,スキルプラス,4,0,0,¥0,¥0,¥0,¥0,0.0%,¥0
2025-08-05,SNS,X,スキルプラス,1,0,0,¥0,¥0,¥0,¥0,0.0%,¥0
2025-08-05,SNS,Instagram,みかみメイン,0,1,1,¥0,¥0,¥0,¥0,0.0%,¥0
2025-08-05,その他,その他,不明,0,14,14,"¥8,081,760",¥0,¥0,¥0,0.0%,¥0
2025-08-06,広告,リスティング広告,スキルプラス,3,1,1,¥0,"¥16,058","¥5,353","¥16,058",0.0%,¥0
2025-08-06,広告,YouTube広告,センサーズ,0,0,0,"¥2,980","¥85,726",¥0,¥0,0.0%,¥0
2025-08-06,広告,YouTube広告,AI,325,14,14,"¥114,560","¥1,532,635","¥4,716","¥109,474",0.1%,¥352
2025-08-06,広告,YouTube広告,スキルプラス,0,0,0,¥0,"¥35,133",¥0,¥0,0.0%,¥0
2025-08-06,広告,Meta広告,センサーズ,297,9,9,"¥107,340","¥555,575","¥1,871","¥61,731",0.2%,¥361
2025-08-06,広告,Meta広告,AI,174,10,10,"¥917,460","¥563,680","¥3,240","¥56,368",1.6%,"¥5,273"
2025-08-06,広告,Meta広告,アドプロ,1,0,0,¥0,"¥11,134","¥11,134",¥0,0.0%,¥0
2025-08-06,広告,Meta広告,スキルプラス,10,0,0,¥0,"¥109,432","¥10,943",¥0,0.0%,¥0
2025-08-06,広告,Meta広告,VTD,0,0,0,¥0,"¥3,652",¥0,¥0,0.0%,¥0
2025-08-06,広告,Meta広告,ブランド認知,0,0,0,¥0,"¥18,498",¥0,¥0,0.0%,¥0
2025-08-06,広告,TikTok広告,センサーズ,92,3,3,"¥97,280","¥216,096","¥2,349","¥72,032",0.5%,"¥1,057"
2025-08-06,広告,TikTok広告,AI,36,4,4,"¥2,980","¥138,292","¥3,841","¥34,573",0.0%,¥83
2025-08-06,広告,X広告,センサーズ,15,0,0,¥0,¥0,¥0,¥0,0.0%,¥0
2025-08-06,広告,X広告,AI,168,13,13,"¥53,240","¥563,898","¥3,357","¥43,377",0.1%,¥317
2025-08-06,広告,X広告,スキルプラス,0,0,0,¥0,"¥20,617",¥0,¥0,0.0%,¥0
2025-08-06,広告,X広告,みかみメイン,0,0,0,¥0,"¥71,849",¥0,¥0,0.0%,¥0
2025-08-06,広告,X広告,ブランド認知,0,0,0,¥0,"¥9,949",¥0,¥0,0.0%,¥0
2025-08-06,広告,LINE広告,センサーズ,0,0,0,¥0,"¥6,544",¥0,¥0,0.0%,¥0
2025-08-06,広告,LINE広告,AI,0,0,0,¥0,"¥4,250",¥0,¥0,0.0%,¥0
2025-08-06,広告,LINE広告,スキルプラス,0,0,0,¥0,"¥2,277",¥0,¥0,0.0%,¥0
2025-08-06,広告,アフィリエイト広告,スキルプラス,0,0,0,"¥2,980",¥0,¥0,¥0,0.0%,¥0
2025-08-06,SNS,YouTube,みかみメイン,21,5,5,"¥2,041,760",¥0,¥0,¥0,0.0%,"¥97,227"
2025-08-06,SNS,YouTube,スキルプラス,5,0,0,¥0,¥0,¥0,¥0,0.0%,¥0
2025-08-06,SNS,X,スキルプラス,1,0,0,¥0,¥0,¥0,¥0,0.0%,¥0
2025-08-06,SNS,Instagram,みかみメイン,5,1,1,"¥136,344",¥0,¥0,¥0,0.0%,"¥27,269"
2025-08-06,SNS,Instagram,スキルプラス,0,1,1,¥0,¥0,¥0,¥0,0.0%,¥0
2025-08-06,SNS,Threads,みかみメイン,9,1,1,¥0,¥0,¥0,¥0,0.0%,¥0
2025-08-06,SNS,TikTok,みかみメイン,1,0,0,¥0,¥0,¥0,¥0,0.0%,¥0
2025-08-06,SEO,ブランド検索,スキルプラス,0,1,1,¥0,¥0,¥0,¥0,0.0%,¥0
2025-08-06,SEO,一般検索,センサーズ,0,0,0,"¥2,980",¥0,¥0,¥0,0.0%,¥0
2025-08-06,SEO,一般検索,みかみメイン,3,0,0,¥0,¥0,¥0,¥0,0.0%,¥0
2025-08-06,その他,その他,不明,0,11,11,"¥1,686,720",¥0,¥0,¥0,0.0%,¥0
2025-08-07,広告,リスティング広告,スキルプラス,4,1,1,¥0,"¥15,241","¥3,810","¥15,241",0.0%,¥0
2025-08-07,広告,YouTube広告,センサーズ,0,2,2,¥0,"¥118,349",¥0,"¥59,175",0.0%,¥0
2025-08-07,広告,YouTube広告,AI,250,15,15,"¥1,201,560","¥1,150,581","¥4,602","¥76,705",1.0%,"¥4,806"
2025-08-07,広告,YouTube広告,スキルプラス,0,0,0,¥0,"¥34,068",¥0,¥0,0.0%,¥0
2025-08-07,広告,Meta広告,センサーズ,342,8,8,"¥2,081,380","¥564,810","¥1,651","¥70,601",3.7%,"¥6,086"
2025-08-07,広告,Meta広告,AI,137,5,5,"¥124,360","¥606,284","¥4,425","¥121,257",0.2%,¥908
2025-08-07,広告,Meta広告,アドプロ,3,0,0,¥0,"¥15,801","¥5,267",¥0,0.0%,¥0
2025-08-07,広告,Meta広告,スキルプラス,3,1,1,¥0,"¥69,024","¥23,008","¥69,024",0.0%,¥0
2025-08-07,広告,Meta広告,VTD,0,0,0,¥0,"¥3,730",¥0,¥0,0.0%,¥0
2025-08-07,広告,Meta広告,ブランド認知,0,0,0,¥0,"¥20,539",¥0,¥0,0.0%,¥0
